phase,sim_time,phase_time,x,y,z,yaw,tilt,speed,effort_fraction,joint_limit_excess,policy_vx,policy_vy,policy_wz,adapter_safety_state,nonfoot_floor_contacts
stand,4.440000000000259,4.440000000000259,-0.13797207690270027,-0.038590300785082424,-0.040574757222886414,0.16085501159364787,0.12633422530120716,0.0024193685285231075,0.5840889431220005,0,0,0,0,NOMINAL,0
stand,4.480000000000237,4.480000000000237,-0.1379747129909352,-0.03859603711728712,-0.04053926116163647,0.16090291737516313,0.12641760892791323,0.0013590345705890544,0.5613093369812517,0,0,0,0,NOMINAL,0
stand,4.5200000000002145,4.5200000000002145,-0.13801918739680524,-0.03820158428322382,-0.040468308022095965,0.16114129945976502,0.12642764897240583,0.012498901930446749,0.5271507801120991,0,0,0,0,NOMINAL,0
stand,4.560000000000192,4.560000000000192,-0.13814120827506102,-0.03772747265967381,-0.04045292363456315,0.16142081973953243,0.12648719981087816,0.010790831251003085,0.4853036149160115,0,0,0,0,NOMINAL,0
stand,4.60000000000017,4.60000000000017,-0.13817717768893056,-0.03756808043889651,-0.04046978496748434,0.16153979759991222,0.12647850993036822,0.0014301155547294753,0.4859594610067457,0,0,0,0,NOMINAL,0
stand,4.640000000000148,4.640000000000148,-0.13819731602367047,-0.037587514135570155,-0.04050112750547924,0.16164096726208158,0.12643799694349153,0.0016338099244548835,0.5088112710417764,0,0,0,0,NOMINAL,0
stand,4.680000000000126,4.680000000000126,-0.13817713563912354,-0.037989510791854475,-0.04056423691926504,0.161499520382866,0.12645529277041914,0.012462400081762243,0.549949673691639,0,0,0,0,NOMINAL,0
stand,4.720000000000104,4.720000000000104,-0.13804582329421233,-0.03846912603711954,-0.040578752561010664,0.16131181475094514,0.12635882938111295,0.011013856743171943,0.5826017165871994,0,0,0,0,NOMINAL,0
stand,4.7600000000000815,4.7600000000000815,-0.13795966796545767,-0.03864237099566022,-0.04056468307604844,0.16133052999554076,0.12628229523567633,0.0024252014523803837,0.5829871376682078,0,0,0,0,NOMINAL,0
stand,4.800000000000059,4.800000000000059,-0.13796239745073177,-0.03865078882342672,-0.0405299220096429,0.16137387675700982,0.1263696665377127,0.001328403555959824,0.5605497845968885,0,0,0,0,NOMINAL,0
stand,4.840000000000037,4.840000000000037,-0.1380054947362158,-0.03826108908504098,-0.0404590177378285,0.16160935925324557,0.12638014805417144,0.012373560076318303,0.5266633638477735,0,0,0,0,NOMINAL,0
stand,4.880000000000015,4.880000000000015,-0.1381292945946859,-0.03778105218354643,-0.040442948173452675,0.16188822187112648,0.12643946105685405,0.011034312084468586,0.4843138481296116,0,0,0,0,NOMINAL,0
stand,4.919999999999993,4.919999999999993,-0.13816835922221696,-0.03761756402812581,-0.040459821481403695,0.16200296824647323,0.12643323172971402,0.0014908690386841363,0.4844904286973102,0,0,0,0,NOMINAL,0
stand,4.959999999999971,4.959999999999971,-0.13818723486939896,-0.03763342733363112,-0.040490876774836794,0.16209878184550205,0.1263897026578614,0.0015319475212884355,0.5070435069525746,0,0,0,0,NOMINAL,0
stand,4.9999999999999485,4.9999999999999485,-0.1381694593131806,-0.03803024256928236,-0.04055422919071572,0.16195502215272448,0.12641097853276914,0.012341167319721161,0.5482439515526593,0,0,0,0,NOMINAL,0
perturb,5.039999999999926,0.03999999999997783,-0.13803934138977772,-0.038513954511403034,-0.040569142119711354,0.16176230358073415,0.12632179873951024,0.011173779582115795,0.5812159747041227,0,0,0,0,NOMINAL,0
perturb,5.079999999999904,0.07999999999995566,-0.1379539653022495,-0.03868973839385393,-0.04055477631292894,0.16177572167910678,0.1262512014491746,0.0024180419884739387,0.5819347909490852,0,0,0,0,NOMINAL,0
perturb,5.119999999999882,0.1199999999999335,-0.13795645710270263,-0.03869963852296678,-0.04052046438761032,0.1618144618051665,0.12634114322473525,0.0012986328192839069,0.5597290871633158,0,0,0,0,NOMINAL,0
perturb,5.15999999999986,0.15999999999991132,-0.13799842935046713,-0.038312788265413046,-0.040449701099589626,0.16204668951653348,0.12635138004627866,0.012298608541022573,0.525964460279854,0,0,0,0,NOMINAL,0
perturb,5.199999999999838,0.19999999999988916,-0.1381234639068063,-0.03782885851993415,-0.040433271498752255,0.16232433197630286,0.12641014495210906,0.01119410862963072,0.48328878624743443,0,0,0,0,NOMINAL,0
perturb,5.2399999999998155,0.239999999999867,-0.13816494158597997,-0.037662735034652665,-0.0404501815365503,0.16243535364340247,0.1264055554663138,0.001532702606096479,0.48315359886596726,0,0,0,0,NOMINAL,0
perturb,5.279999999999793,0.2799999999998448,-0.13818277057204906,-0.037676161076098405,-0.04048113192945052,0.16252631073414955,0.12635916181118909,0.0014616350700254505,0.5055267465006079,0,0,0,0,NOMINAL,0
perturb,5.319999999999771,0.31999999999982265,-0.13816682279810938,-0.03806986786270342,-0.0405446721394184,0.16237980219947842,0.12638358007720296,0.012270742649471436,0.5468085060211636,0,0,0,0,NOMINAL,0
