phase,sim_time,phase_time,x,y,z,yaw,tilt,speed,effort_fraction,joint_limit_excess,policy_vx,policy_vy,policy_wz,nonfoot_floor_contacts
stop,26.519999999983543,1.5199999999964575,-0.011208627498634884,0.0028120884930382326,-0.043764604200529446,0.10407070134583339,0.002298444387929177,6.466370792499017e-05,0.46651445493032867,0.00018488237551075195,0,0,0,0
stop,26.55999999998345,1.5599999999963643,-0.011210179256881303,0.002811113710899281,-0.04375756289946059,0.10374000769950913,0.002290700937126828,6.113229364320872e-05,0.4661134388180044,0.0001848332757073526,0,0,0,0
stop,26.599999999983357,1.599999999996271,-0.011211664498689489,0.0028103256791467885,-0.043750691347413,0.10341769677122843,0.002283502859607145,5.683057887674925e-05,0.46570459294790284,0.0001847888217950657,0,0,0,0
stop,26.639999999983264,1.6399999999961778,-0.011213055660049119,0.0028097508322644476,-0.04374398343774392,0.10310342839152294,0.0022768429211544408,5.1988256107670076e-05,0.4652879234176655,0.00018474834593516716,0,0,0,0
stop,26.67999999998317,1.6799999999960846,-0.0112143552443574,0.0028094042977773854,-0.043737433845966546,0.10279688237072128,0.0022706813854052386,4.779942409299499e-05,0.4648637155247067,0.00018471069292569343,0,0,0,0
stop,26.719999999983077,1.7199999999959914,-0.011215537210615144,0.0028092981126666802,-0.04373103638217683,0.10249775981202736,0.0022650363193391257,4.307400065751746e-05,0.46443145478394016,0.0001846742458888221,0,0,0,0
stop,26.759999999982984,1.7599999999958982,-0.011216588881064376,0.0028094374548293085,-0.043724785561323434,0.10220577512212405,0.0022599105957225533,3.917672399461918e-05,0.46399129172751663,0.00018464036935079232,0,0,0,0
stop,26.79999999998289,1.799999999995805,-0.011217513252900161,0.0028098224711727224,-0.04371867629366669,0.101920658407122,0.0022552799755470414,3.645001938004338e-05,0.4635445099771352,0.00018460800499741094,0,0,0,0
stop,26.839999999982798,1.8399999999957117,-0.011218306408062862,0.0028104519362987155,-0.04371270372518278,0.10164215486112559,0.0022511331732769243,3.480524456262036e-05,0.4630913223599901,0.00018457755349816988,0,0,0,0
stop,26.879999999982704,1.8799999999956185,-0.011218963850540782,0.0028113220243127703,-0.04370686309649473,0.1013700222708466,0.002247462427810048,3.4531977924753856e-05,0.46263090424023295,0.00018454938956571494,0,0,0,0
stop,26.91999999998261,1.9199999999955253,-0.011219491671220248,0.002812425479124879,-0.04370114996132969,0.10110402830232815,0.0022442419340043757,3.572191623238401e-05,0.46216410617107556,0.00018452364057657404,0,0,0,0
stop,26.959999999982518,1.959999999995432,-0.011219894504940625,0.002813755445132566,-0.04369555990020678,0.10084395369223899,0.00224144669039461,3.8020067517814594e-05,0.4616921584332916,0.00018450027042757428,0,0,0,0
stop,26.999999999982425,1.9999999999953388,-0.011220177954865391,0.002815304194755871,-0.043690088902766655,0.10058958851210428,0.002239050660807357,4.115589770512881e-05,0.46121494408726865,0.00018447910994364775,0,0,0,0
stop,27.03999999998233,2.0399999999952456,-0.01122034306560531,0.00281706358695684,-0.04368473295420256,0.10034073059202656,0.002237037811439176,4.477743360609327e-05,0.46073207220599355,0.00018445998359131055,0,0,0,0
stop,27.07999999998224,2.0799999999951524,-0.011220393846080236,0.002819024150595557,-0.043679488296806644,0.10009718938107579,0.002235389700578087,4.8701727084562134e-05,0.4602452413509342,0.00018444272885995613,0,0,0,0
stop,27.119999999982145,2.119999999995059,-0.011220339662717975,0.002821175536947551,-0.0436743513339351,0.09985878421132598,0.002234081616266844,5.27780862575261e-05,0.4597535170451678,0.00018442710058986624,0,0,0,0
stop,27.159999999982052,2.159999999994966,-0.011220183820673323,0.002823508379046691,-0.04366931838858483,0.09962534058241035,0.0022330989819899483,5.687229304938212e-05,0.45925794757725225,0.00018441313885738745,0,0,0,0
stop,27.19999999998196,2.1999999999948727,-0.011219938948602478,0.002826012230481367,-0.043664386341005446,0.09939668994691304,0.002232410250698931,6.0899084228521626e-05,0.4587590809246276,0.00018440067861706365,0,0,0,0
stop,27.239999999981865,2.2399999999947795,-0.011219608178535519,0.002828677246117112,-0.0436595519720715,0.09917267306965488,0.002231999399393722,6.480912524121793e-05,0.4582565631517754,0.0001843898992943584,0,0,0,0
stop,27.279999999981772,2.2799999999946863,-0.01121919878277537,0.002831492252295408,-0.04365481217841897,0.09895313982847843,0.00223184647280241,6.850142707462962e-05,0.45775114628152874,0.000184380608016858,0,0,0,0
stop,27.31999999998168,2.319999999994593,-0.011218717094911818,0.002834447696562064,-0.043650163852862446,0.09873794354650127,0.002231933447617291,7.204071674141379e-05,0.4572435979634249,0.00018437259294145332,0,0,0,0
stop,27.359999999981586,2.3599999999945,-0.011218159536287728,0.002837535605966854,-0.043645604199984166,0.09852694494562861,0.0022322575584573065,7.544265783316617e-05,0.4567342457546509,0.0001843660979287222,0,0,0,0
stop,27.399999999981492,2.3999999999944066,-0.011217535178229805,0.0028407467443979932,-0.04364113075595186,0.09832001059347467,0.002232795623514088,7.860832286177278e-05,0.45622325269670577,0.00018436074495140035,0,0,0,0
stop,27.4399999999814,2.4399999999943134,-0.011216850632800032,0.0028440705615028943,-0.04363674061148515,0.09811701352951502,0.0022335315580849693,8.153906011038934e-05,0.45571019825701814,0.00018435639268177877,0,0,0,0
stop,27.479999999981306,2.47999999999422,-0.011216106082241854,0.0028474992947842784,-0.04363243092926641,0.09791783776024741,0.0022344626846289516,8.432465956250826e-05,0.455196455814197,0.00018435316020916012,0,0,0,0
stop,27.519999999981213,2.519999999994127,-0.011215308018446684,0.002851024434164629,-0.04362819892931592,0.09772237049042704,0.002235577294450046,8.68632991051207e-05,0.45468187415940725,0.00018435076812141305,0,0,0,0
stop,27.55999999998112,2.5599999999940337,-0.011214467531420098,0.002854634728346526,-0.04362404216131556,0.09753050597094305,0.0022368566613987988,8.908090898323756e-05,0.4541672873336047,0.00018434909439268634,0,0,0,0
stop,27.599999999981026,2.5999999999939405,-0.011213579537450924,0.002858323606234308,-0.043619958269119095,0.09734214403883272,0.0022383056091005563,9.12425031551543e-05,0.45365296289105056,0.00018434871594105414,0,0,0,0
stop,27.639999999980933,2.6399999999938473,-0.011212646027862143,0.002862085552689898,-0.04361594510199496,0.09715718555886928,0.002239916411481719,9.323232502543734e-05,0.4531386925428944,0.00018434931372387302,0,0,0,0
stop,27.67999999998084,2.679999999993754,-0.011211678088995836,0.0028659108799740595,-0.04361200073664794,0.09697553734575835,0.0022416688077209804,9.490538417976119e-05,0.45262454503436395,0.00018435049782374236,0,0,0,0
stop,27.719999999980747,2.719999999993661,-0.011210675519147914,0.0028697936593185245,-0.04360812305378156,0.09679710818600137,0.002243559595461954,9.651747914135819e-05,0.4521112004734172,0.00018435254764483488,0,0,0,0
stop,27.759999999980653,2.7599999999935676,-0.01120963830246236,0.0028737290292751125,-0.043604310338325875,0.09662180967844279,0.002245582277870302,9.797889928995971e-05,0.4515986520009585,0.00018435551531111703,0,0,0,0
stop,27.79999999998056,2.7999999999934744,-0.011208586438802903,0.0028777079299537865,-0.043600560971904664,0.09644955998268792,0.002247698806240738,9.905810213692995e-05,0.4510877257377394,0.00018435882346328657,0,0,0,0
stop,27.839999999980467,2.839999999993381,-0.011207515993537302,0.002881726183972329,-0.043596873222761776,0.09628027724314023,0.0022499109269403725,0.0001002001866020497,0.450577755363694,0.00018436299871988173,0,0,0,0
stop,27.879999999980374,2.879999999993288,-0.01120642594598533,0.0028857801247134432,-0.04359324534922646,0.09611388321810994,0.0022522177192912884,0.00010118406529724702,0.4500689820343524,0.00018436773006987232,0,0,0,0
